"","Accession name","CUAL","LNGS","PTLC","DSTA","LFRT","LBTEF","CBTR","NMLB","ANGB","CUAL9M","LVC9M","TNPR9M","PL9M","STRP","STRC","PSTR","NMSR","TTRN","TFWSR","TTRW","TFWSS","TTSW","TTPW","AVPW","ARSR","SRDM"
"794","TMe-2863","Green purple","Medium","Green purple","Top and bottom","50-75% leaf retention","2","Cream","2","450-600","Purple","Dark green","1","Long (25-30cm)","Intermediate","Present","Irregular",9,9,2.8,2.8,4.8,4.8,7.6,7.6,4,39.2
"795","TMe-2866","Green purple","Long","Green purple","Top and bottom","50-75% leaf retention","0","Cream","0","No branching","Purple","Dark green","2","Long (25-30cm)","Absent","Present","Irregular",10,2.5,3.6,0.9,5.2,1.3,8.8,2.2,3,41.3
"799","TMe-2891","Purple","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","0","No branching","Purple","Dark green","1","Medium (15-20cm)","Short","Present","Irregular",1,1,2,2,1.4,1.4,3.4,3.4,0,32.9
"801","TMe-2897","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Purple","Purple","1","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",2,2,0.4,0.4,0.6,0.6,1,1,1,38.1
"803","TMe-2915","Purple","Medium","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Green purple","Green purple","2","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",7,2.33333333333333,1,0.333333333333333,0.8,0.266666666666667,1.8,0.6,0,38.4
"805","TMe-2944","Green purple","Short","Green purple","Central part","25-50% leaf retention","3","White","3","150-300","Dark green","Green purple","1","Medium (15-20cm)","Short","Absent","Tending toward horizontal",4,4,0.4,0.4,0.8,0.8,1.2,1.2,0,37.5
"806","TMe-2945","Purple","Short","Green purple","Central part","25-50% leaf retention","4","White","4","150-300","Green purple","Green purple","1","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",5,5,1.8,1.8,4.4,4.4,6.2,6.2,1,35.2
"807","TMe-2954","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","2","White","2","150-300","Green purple","Green purple","1","Long (25-30cm)","Short","Present","Tending toward horizontal",4,4,0,0,1.4,1.4,1.4,1.4,1,39.7
"808","TMe-2956","Purple","Short","Purple","Totally pigmented","25-50% leaf retention","4","White","4","150-300","Green purple","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",16,5.33333333333333,7.8,2.6,20.2,6.73333333333333,28,9.33333333333333,3,39.6
"809","TMe-2958","Purple","Short","Purple","Totally pigmented","<100% leaf retention","0","White","1","150-300","Green purple","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",4,2,2.4,1.2,3,1.5,5.4,2.7,0,31.4
"810","TMe-2967","Green purple","Long","Light green","Absent","<100% leaf retention","4","White","5","450-600","Purple","Light green","1","Medium (15-20cm)","Absent","Present","Tending toward horizontal",7,3.5,17.4,8.7,18.4,9.2,35.8,17.9,0,34.9
"811","TMe-2968","Dark green","Short","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Green purple","Green purple","1","Medium (15-20cm)","Short","Present","Tending toward horizontal",1,1,0.4,0.4,0.8,0.8,1.2,1.2,0,22.8
"813","TMe-2970","Purple","Long","Green purple","Central part","25-50% leaf retention","1","White","0","No branching","Green purple","Green purple","2","Medium (15-20cm)","Short","Present","Tending toward horizontal",2,2,1.8,1.8,0.8,0.8,2.6,2.6,0,38.4
"814","TMe-2971","Green purple","Short","Purple","Totally pigmented","50-75% leaf retention","2","Cream","2","150-300","Green purple","Purple","3","Medium (15-20cm)","Long","Absent","Tending toward horizontal",7,3.5,2.2,1.1,2.6,1.3,4.8,2.4,2,33.5
"815","TMe-2973","Green purple","Long","Green purple","Central part","<100% leaf retention","1","Cream","1","450-600","Dark green","Dark green","1","Long (25-30cm)","Absent","Present","Tending toward horizontal",9,9,4,4,7.4,7.4,11.4,11.4,0,39.5
"816","TMe-2976","Dark green","Long","Green purple","Central part","50-75% leaf retention","1","Cream","3","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",22,5.5,12.2,3.05,11,2.75,23.2,5.8,9,38
"817","TMe-2978","Green purple","Long","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",15,3.75,6.8,1.7,15.6,3.9,22.4,5.6,4,40.5
"818","TMe-2979","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","4","White","3","150-300","Purple","Purple","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",9,3,3.8,1.26666666666667,3.4,1.13333333333333,7.2,2.4,0,31.4
"819","TMe-2980","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","5","Cream","2","150-300","Purple","Green purple","3","Long (25-30cm)","Intermediate","Present","Irregular",16,5.33333333333333,7.2,2.4,5,1.66666666666667,12.2,4.06666666666667,3,36.8
"820","TMe-2981","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","5","Cream","2","150-300","Purple","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",10,5,10.2,5.1,8.8,4.4,19,9.5,2,42
"822","TMe-2988","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","150-300","Dark green","Green purple","4","Long (25-30cm)","Long","Present","Tending toward horizontal",7,2.33333333333333,4.8,1.6,2,0.666666666666667,6.8,2.26666666666667,2,38.6
"824","TMe-2995","Dark green","Short","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Green purple","Green purple","1","Medium (15-20cm)","Short","Present","Tending toward horizontal",2,2,0.4,0.4,0.2,0.2,0.6,0.6,0,31.6
"825","TMe-2998","Dark green","Short","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Light green","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",3,1,1.2,0.4,2,0.666666666666667,3.2,1.06666666666667,2,32.3
"826","TMe-3000","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","1","White","3","150-300","Dark green","Green purple","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",7,3.5,2.2,1.1,2,1,4.2,2.1,6,31.9
"827","TMe-3004","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","3","White","3","450-600","Green purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",29,5.8,7.4,1.48,13.8,2.76,21.2,4.24,2,36.2
"828","TMe-3007","Dark green","Short","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",1,1,0.4,0.4,1.8,1.8,2.2,2.2,0,32.8
"829","TMe-3009","Green purple","Medium","Green purple","Top part","25-50% leaf retention","0","Cream","0","No branching","Dark green","Light green","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",16,3.2,9.8,1.96,11.4,2.28,21.2,4.24,0,38.9
"831","TMe-3017","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","4","White","5","450-600","Green purple","Green purple","2","Medium (15-20cm)","Short","Present","Tending toward horizontal",6,2,3.2,1.06666666666667,1.4,0.466666666666667,4.6,1.53333333333333,1,41.3
"832","TMe-3020","Dark green","Short","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",8,2.66666666666667,12.2,4.06666666666667,2.8,0.933333333333333,15,5,1,41.4
"833","TMe-3021","Dark green","Medium","Green purple","Central part","<100% leaf retention","0","White","0","No branching","Green purple","Dark green","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",9,3,4.6,1.53333333333333,2.8,0.933333333333333,7.4,2.46666666666667,0,43.6
"834","TMe-3025","Green purple","Long","Purple","Totally pigmented","<100% leaf retention","2","White","2","150-300","Green purple","Green purple","1","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",10,10,10,10,2.6,2.6,12.6,12.6,0,22.6
"835","TMe-3027","Light green","Long","Green purple","Central part","25-50% leaf retention","1","Cream","1","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",16,4,7.2,1.8,8,2,15.2,3.8,1,39.7
"836","TMe-3028","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",9,2.25,7,1.75,3.2,0.8,10.2,2.55,1,37
"837","TMe-3029","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","3","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",8,2.66666666666667,7.6,2.53333333333333,1,0.333333333333333,8.6,2.86666666666667,0,40.3
"838","TMe-3030","Light green","Short","Green purple","Central part","25-50% leaf retention","3","Cream","3","150-300","Green","Green purple","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",1,1,1.8,1.8,1.8,1.8,3.6,3.6,0,36.8
"839","TMe-3031","Green purple","Short","Green purple","Central part","50-75% leaf retention","1","White","2","150-300","Green purple","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",10,5,1,0.5,1.2,0.6,2.2,1.1,4,35.6
"840","TMe-3032","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Green purple","Purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",10,2,2.4,0.48,3.4,0.68,5.8,1.16,1,41.2
"842","TMe-3043","Dark green","Short","Purple","Totally pigmented","25-50% leaf retention","1","White","0","No branching","Dark green","Green purple","2","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",5,2.5,1.4,0.7,1,0.5,2.4,1.2,0,41.8
"843","TMe-3046","Dark green","Medium","Purple","Totally pigmented","<25% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,3,2.2,2.2,2,2,4.2,4.2,0,36.9
"844","TMe-3048","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","0","No branching","Green purple","Green purple","2","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",5,5,1.8,1.8,1.6,1.6,3.4,3.4,3,39.5
"847","TMe-3052","Dark green","Long","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",9,4.5,4.2,2.1,1.8,0.9,6,3,0,33.5
"848","TMe-3054","Dark green","Short","Purple","Totally pigmented","<25% leaf retention","2","White","3","150-300","Dark green","Green purple","1","Short (5-10cm)","Long","Present","Tending toward horizontal",1,1,0.4,0.4,0.4,0.4,0.8,0.8,0,36
"849","TMe-3055","Dark green","Short","Purple","Totally pigmented","25-50% leaf retention","1","Yellow","3","150-300","Green purple","Green purple","3","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",3,3,0.6,0.6,0.4,0.4,1,1,0,26.9
"851","TMe-3068","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","1","Cream","3","150-300","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",8,4,9.6,4.8,2.6,1.3,12.2,6.1,3,34
"852","TMe-3069","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",9,4.5,1.6,0.8,1.4,0.7,3,1.5,3,38.7
"854","TMe-3071","Dark green","Short","Purple","Totally pigmented","<100% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",3,1,2.2,0.733333333333333,1.6,0.533333333333333,3.8,1.26666666666667,1,39.8
"855","TMe-3072","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Dark green","Green purple","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",8,2.66666666666667,5.4,1.8,0.8,0.266666666666667,6.2,2.06666666666667,6,24.7
"856","TMe-3073","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","2","White","3","150-300","Dark green","Green purple","3","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",8,2,3,0.75,3.2,0.8,6.2,1.55,1,39.5
"857","TMe-3074","Green purple","Short","Green purple","Central part","50-75% leaf retention","4","White","2","150-300","Dark green","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",19,6.33333333333333,11,3.66666666666667,13.2,4.4,24.2,8.06666666666667,0,39.8
"861","TMe-3084","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","1","White","1","150-300","Dark green","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",11,2.75,12.4,3.1,9.6,2.4,22,5.5,2,30.7
"862","TMe-3085","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,1.5,2.8,1.4,0.6,0.3,3.4,1.7,0,21
"863","TMe-3088","Green purple","Long","Purple","Totally pigmented","<25% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",4,2,1.6,0.8,2,1,3.6,1.8,0,37.2
"864","TMe-3089","Purple","Long","Purple","Totally pigmented","25-50% leaf retention","1","White","1","150-300","Green purple","Green purple","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",5,5,7.8,7.8,8.8,8.8,16.6,16.6,0,38.8
"865","TMe-3094","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",9,3,6.8,2.26666666666667,7,2.33333333333333,13.8,4.6,0,40
"867","TMe-3100","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","3","Cream","0","No branching","Dark green","Green purple","2","Medium (15-20cm)","Short","Present","Tending toward horizontal",3,3,2.8,2.8,1,1,3.8,3.8,0,36.8
"868","TMe-3103","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","Cream","2","150-300","Green purple","Green purple","1","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",9,1.8,2.6,0.52,3,0.6,5.6,1.12,0,25.2
"869","TMe-3110","Green purple","Short","Green purple","Central part","25-50% leaf retention","3","Cream","3","150-300","Green purple","Green purple","3","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",1,0.25,2.4,0.6,0.6,0.15,3,0.75,0,45
"870","TMe-3111","Purple","Medium","Green purple","Central part","<25% leaf retention","3","White","3","450-600","Green purple","Green purple","2","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",3,3,1,1,2,2,3,3,0,41.2
"871","TMe-3114","Green purple","Medium","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Green purple","Light green","1","Medium (15-20cm)","Short","Absent","Tending toward horizontal",6,6,0.8,0.8,0.8,0.8,1.6,1.6,2,38.8
"872","TMe-3118","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,3,0.6,0.6,2,2,2.6,2.6,0,32.9
"873","TMe-3127","Green purple","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","1","150-300","Dark green","Green purple","1","Medium (15-20cm)","Short","Present","Tending toward horizontal",2,2,1,1,0.6,0.6,1.6,1.6,0,42.6
"874","TMe-3128","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Green purple","Purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",7,3.5,4,2,5,2.5,9,4.5,0,37.5
"875","TMe-3140","Light green","Medium","Light green","Absent","50-75% leaf retention","0","White","0","No branching","Dark green","Dark green","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,3,0.4,0.4,0.4,0.4,0.8,0.8,1,37
"876","TMe-3141","Dark green","Medium","Light green","Absent","25-50% leaf retention","0","White","0","No branching","Green","Green purple","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",7,2.33333333333333,6.8,2.26666666666667,2,0.666666666666667,8.8,2.93333333333333,4,36.8
"877","TMe-3144","Green purple","Long","Purple","Totally pigmented","<100% leaf retention","1","Cream","2","150-300","Dark green","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",10,5,6.2,3.1,10,5,16.2,8.1,4,33.6
"878","TMe-3145","Green purple","Medium","Green purple","Central part","50-75% leaf retention","1","White","1","150-300","Dark green","Green purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",9,3,7.2,2.4,8.6,2.86666666666667,15.8,5.26666666666667,0,42.6
"879","TMe-3148","Dark green","Short","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",6,3,5.4,2.7,4.4,2.2,9.8,4.9,0,40.6
"880","TMe-3151","Dark green","Short","Green purple","Top part","<100% leaf retention","0","Cream","1","150-300","Dark green","Green purple","1","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",5,5,4.1,4.1,0.8,0.8,4.9,4.9,1,37.3
"881","TMe-3161","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","3","150-300","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",11,3.66666666666667,4.2,1.4,4,1.33333333333333,8.2,2.73333333333333,2,31.4
"883","TMe-3168","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","450-600","Purple","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",11,3.66666666666667,4.8,1.6,3.8,1.26666666666667,8.6,2.86666666666667,1,32
"884","TMe-3169","Dark green","Medium","Green purple","Top and bottom","25-50% leaf retention","1","Cream","3","150-300","Green purple","Green purple","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",15,3.75,6.2,1.55,0.2,0.05,6.4,1.6,8,40.4
"885","TMe-3176","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Purple","Green purple","4","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",5,1.66666666666667,4.4,1.46666666666667,1.2,0.4,5.6,1.86666666666667,1,38.3
"886","TMe-3185","Light green","Short","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Green","Light green","1","Long (25-30cm)","Short","Present","Irregular",9,9,6.2,6.2,4,4,10.2,10.2,2,36.3
"889","TMe-3191","Purple","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","2","150-300","Green purple","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",14,2.8,3.6,0.72,5.2,1.04,8.8,1.76,3,35.2
"890","TMe-3196","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","4","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",5,1.66666666666667,4.2,1.4,1,0.333333333333333,5.2,1.73333333333333,1,35.4
"892","TMe-3202","Green purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","2","150-300","Green purple","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",9,4.5,2.8,1.4,1.8,0.9,4.6,2.3,0,37.5
"893","TMe-3203","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",10,2.5,4,1,6,1.5,10,2.5,1,37.1
"895","TMe-3206","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","2","White","2","150-300","Dark green","Green purple","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",7,3.5,3.4,1.7,1,0.5,4.4,2.2,0,37.8
"898","TMe-3218","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","2","Cream","2","150-300","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",4,1.33333333333333,2.4,0.8,1.8,0.6,4.2,1.4,1,40.3
"899","TMe-3219","Purple","Long","Green purple","Top part","25-50% leaf retention","3","White","3","150-300","Green purple","Light green","2","Medium (15-20cm)","Short","Present","Tending toward horizontal",6,6,3.4,3.4,4,4,7.4,7.4,2,33.4
"900","TMe-3231","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","450-600","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",9,2.25,6,1.5,3.6,0.9,9.6,2.4,3,38.9
"901","TMe-3233","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","150-300","Dark green","Green purple","1","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",3,3,1,1,3.2,3.2,4.2,4.2,0,40.1
"902","TMe-3234","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Green purple","Purple","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,1.5,1,0.5,1.6,0.8,2.6,1.3,0,40.2
"903","TMe-3238","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","1","White","1","150-300","Dark green","Green purple","5","Long (25-30cm)","Long","Present","Tending toward horizontal",9,3,4,1.33333333333333,4.8,1.6,8.8,2.93333333333333,2,38.2
"904","TMe-3239","Dark green","Long","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",8,2,7.2,1.8,4.4,1.1,11.6,2.9,5,37.6
"905","TMe-3240","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","3","White","3","150-300","Dark green","Green purple","1","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",5,5,1.4,1.4,3.2,3.2,4.6,4.6,0,39
"906","TMe-3243","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","2","White","3","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",11,2.75,12.2,3.05,5.4,1.35,17.6,4.4,4,38.1
"909","TMe-3248","Dark green","Short","Purple","Totally pigmented","50-75% leaf retention","0","Cream","2","150-300","Dark green","Green purple","1","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",3,3,1,1,1.6,1.6,2.6,2.6,0,37.4
"910","TMe-3255","Dark green","Long","Purple","Totally pigmented","<100% leaf retention","5","Cream","3","150-300","Green purple","Green purple","3","Long (25-30cm)","Long","Absent","Tending toward horizontal",3,0.75,15.2,3.8,0.6,0.15,15.8,3.95,1,38.8
"911","TMe-3256","Green purple","Short","Purple","Totally pigmented","50-75% leaf retention","0","White","1","150-300","Green purple","Green purple","1","Medium (15-20cm)","Long","Absent","Tending toward horizontal",4,4,1.2,1.2,0.6,0.6,1.8,1.8,0,39.5
"912","TMe-3257","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","2","Cream","2","150-300","Green purple","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",3,1.5,4,2,2.4,1.2,6.4,3.2,0,43.2
"913","TMe-3259","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","0","White","2","150-300","Green purple","Green purple","4","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",11,2.75,0.8,0.2,5.2,1.3,6,1.5,0,40.6
"914","TMe-3261","Green purple","Long","Green purple","Central part","50-75% leaf retention","2","White","2","150-300","Dark green","Light green","3","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",2,2,1.8,1.8,2.6,2.6,4.4,4.4,1,37
"915","TMe-3262","Dark green","Medium","Green purple","Central part","25-50% leaf retention","4","Cream","3","150-300","Green purple","Green","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",4,2,1,0.5,3.6,1.8,4.6,2.3,0,42.9
"917","TMe-3268","Dark green","Long","Green purple","Central part","25-50% leaf retention","2","White","3","450-600","Dark green","Green purple","3","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",8,2.66666666666667,4.8,1.6,7.4,2.46666666666667,12.2,4.06666666666667,0,41.7
"918","TMe-3272","Dark green","Medium","Dark green","Absent","50-75% leaf retention","3","Cream","3","150-300","Dark green","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",3,3,7.4,7.4,2.4,2.4,9.8,9.8,0,38.1
"919","TMe-3273","Dark green","Long","Red","Totally pigmented","25-50% leaf retention","3","Cream","3","450-600","Dark green","Light green","2","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",2,2,1,1,0.2,0.2,1.2,1.2,0,33.8
"920","TMe-3275","Dark green","Short","Red","Totally pigmented","25-50% leaf retention","0","White","3","150-300","Green purple","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",5,1.66666666666667,8.2,2.73333333333333,0.8,0.266666666666667,9,3,0,32.6
"923","TMe-3283","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","2","White","3","150-300","Purple","Green purple","2","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",4,2,6.2,3.1,1.8,0.9,8,4,0,38
"924","TMe-3287","Purple","Long","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",19,6.33333333333333,4.2,1.4,5,1.66666666666667,9.2,3.06666666666667,0,46.2
"926","TMe-3291","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Dark green","Green purple","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",4,2,4,2,0.8,0.4,4.8,2.4,2,40.6
"927","TMe-3299","Purple","Medium","Purple","Totally pigmented","<25% leaf retention","0","White","0","No branching","Green purple","Green purple","2","Medium (15-20cm)","Absent","Absent","Irregular",2,0.666666666666667,1,0.333333333333333,0.2,0.0666666666666667,1.2,0.4,1,35.8
"928","TMe-3302","Green purple","Short","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",4,4,1.8,1.8,0.4,0.4,2.2,2.2,0,30.4
"931","TMe-3330","Green purple","Long","Dark green","Absent","25-50% leaf retention","3","Cream","3","150-300","Green purple","Dark green","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",7,7,4.2,4.2,4.6,4.6,8.8,8.8,2,35.4
"934","TMe-3345","Green purple","Medium","Green purple","Central part","<25% leaf retention","2","White","3","150-300","Dark green","Green purple","1","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",5,5,0.8,0.8,1.2,1.2,2,2,1,18.4
"935","TMe-3346","Green purple","Short","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Green purple","Green purple","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",5,1.66666666666667,0.4,0.133333333333333,0.4,0.133333333333333,0.8,0.266666666666667,0,41.1
"936","TMe-3353","Light green","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","2","150-300","Dark green","Green purple","3","Long (25-30cm)","Absent","Present","Tending toward horizontal",3,3,5,5,0.6,0.6,5.6,5.6,1,0.5
"938","TMe-3357","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","1","Cream","1","150-300","Dark green","Green purple","4","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",2,2,0.4,0.4,0.6,0.6,1,1,1,34.2
"940","TMe-3362","Purple","Long","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Green purple","Green purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,3,0.8,0.8,0.6,0.6,1.4,1.4,0,34.2
"942","TMe-3368","Green purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","3","450-600","Dark green","Dark green","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",18,6,3.4,1.13333333333333,3.2,1.06666666666667,6.6,2.2,11,36.2
