"","Accession name","CUAL","LNGS","PTLC","DSTA","LFRT","LBTEF","CBTR","NMLB","ANGB","CUAL9M","LVC9M","TNPR9M","PL9M","STRP","STRC","PSTR","NMSR","TTRN","TFWSR","TTRW","TFWSS","TTSW","TTPW","AVPW","ARSR","SRDM"
"1612","TMe-3101","Dark green","Medium","Green purple","Central part","50-75% leaf retention","1","White","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",18,3.6,15.6,3.12,12.8,2.56,28.4,5.68,5,39.9
"1613","TMe-3102","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Green purple","Green purple","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",12,3,4,1,12.6,3.15,16.6,4.15,1,32.5
"1614","TMe-3104","Purple","Medium","Green purple","Central part","25-50% leaf retention","4","White","3","150-300","Green purple","Green purple","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",13,3.25,3.2,0.8,12.4,3.1,15.6,3.9,1,40.8
"1615","TMe-3107","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Dark green","Green purple","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,3,1.5,1.5,1,1,2.5,2.5,3,40.2
"1616","TMe-3108","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Green purple","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",10,2.5,4,1,9,2.25,13,3.25,1,29.4
"1617","TMe-3109","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Purple","Green purple","2","Medium (15-20cm)","Short","Present","Irregular",6,6,0.4,0.4,1.4,1.4,1.8,1.8,2,36.6
"1618","TMe-3112","Green purple","Long","Green purple","Central part","50-75% leaf retention","5","White","3","150-300","Purple","Dark green","1","Medium (15-20cm)","Long","Present","Tending toward horizontal",7,7,3.8,3.8,1,1,4.8,4.8,3,45
"1619","TMe-3113","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",12,6,1.4,0.7,3.6,1.8,5,2.5,0,35.6
"1620","TMe-3115","Green purple","Long","Light green","Absent","50-75% leaf retention","3","White","3","450-600","Dark green","Light green","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",17,4.25,13.8,3.45,13,3.25,26.8,6.7,3,35.8
"1622","TMe-3130","Purple","Long","Green purple","Central part","50-75% leaf retention","4","White","4","450-600","Green purple","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",30,6,13.6,2.72,22.9,4.58,36.5,7.3,1,30.6
"1623","TMe-3132","Green purple","Long","Green purple","Central part","50-75% leaf retention","1","White","1","150-300","Dark green","Green purple","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",7,3.5,1.8,0.9,2.2,1.1,4,2,4,19.4
"1624","TMe-3133","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Absent","Absent","Tending toward horizontal",4,4,3,3,7,7,10,10,0,31.2
"1627","TMe-3142","Green purple","Short","Green purple","Central part","50-75% leaf retention","2","Cream","1","450-600","Green purple","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",5,2.5,7.4,3.7,2,1,9.4,4.7,4,32.8
"1628","TMe-3143","Light green","Short","Purple","Totally pigmented","50-75% leaf retention","1","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",9,3,4.8,1.6,5.8,1.933333,10.6,3.533333,3,23.5
"1629","TMe-3146","Green purple","Long","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",14,3.5,6.2,1.55,7,1.75,13.2,3.3,4,36.9
"1630","TMe-3147","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",12,6,4,2,5,2.5,9,4.5,4,35.8
"1631","TMe-3149","Dark green","Medium","Green purple","Top part","50-75% leaf retention","1","Cream","2","150-300","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",8,2.666667,11.6,3.866667,2.6,0.8666667,14.2,4.733333,2,38.3
"1632","TMe-3150","Dark green","Long","Green purple","Central part","50-75% leaf retention","1","White","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",7,3.5,10,5,4.6,2.3,14.6,7.3,3,32.7
"1633","TMe-3163","Green purple","Long","Green purple","Central part","50-75% leaf retention","2","White","3","150-300","Green purple","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",7,7,20.2,20.2,12.8,12.8,33,33,1,36.4
"1634","TMe-3164","Green purple","Long","Green purple","Central part","50-75% leaf retention","2","White","1","150-300","Dark green","Dark green","2","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",12,6,3.2,1.6,3.8,1.9,7,3.5,5,38.5
"1635","TMe-3166","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",6,3,5.2,2.6,2.4,1.2,7.6,3.8,1,40.4
"1636","TMe-3167","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","Cream","1","150-300","Purple","Purple","3","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",11,3.666667,4.4,1.466667,5.2,1.733333,9.6,3.2,4,40.2
"1637","TMe-3170","Green purple","Long","Green purple","Central part","25-50% leaf retention","3","Cream","1","150-300","Dark green","Green purple","1","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",5,2.5,1.8,0.9,2.8,1.4,4.6,2.3,1,34.2
"1639","TMe-3174","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Absent","Present","Tending toward horizontal",8,2,6.2,1.55,5.2,1.3,11.4,2.85,4,32.8
"1640","TMe-3175","Green purple","Long","Green purple","Central part","25-50% leaf retention","1","White","2","450-600","Green purple","Green purple","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",6,1.5,5.4,1.35,1.2,0.3,6.6,1.65,0,21.4
"1642","TMe-3187","Green purple","Long","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Green purple","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",8,2,3.6,0.9,3.2,0.8,6.8,1.7,1,37.5
"1643","TMe-3188","Green purple","Long","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","3","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",6,3,5.6,2.8,0.8,0.4,6.4,3.2,4,37.3
"1644","TMe-3189","Purple","Long","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Green purple","Light green","2","Long (25-30cm)","Intermediate","Present","Irregular",8,2.666667,2.2,0.7333333,2,0.6666667,4.2,1.4,5,37
"1645","TMe-3198","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","1","White","2","150-300","Dark green","Purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",8,2.666667,4.8,1.6,3.6,1.2,8.4,2.8,4,30
"1646","TMe-3200","Dark green","Short","Green purple","Central part","50-75% leaf retention","1","White","0","No branching","Dark green","Light green","1","Medium (15-20cm)","Long","Absent","Tending toward horizontal",2,2,2.8,2.8,0.2,0.2,3,3,0,34
"1647","TMe-3204","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","1","White","2","450-600","Dark green","Purple","3","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",7,2.333333,3,1,4,1.333333,7,2.333333,0,39
"1648","TMe-3207","Dark green","Short","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,0.75,3,0.75,1,0.25,4,1,0,37.4
"1649","TMe-3208","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","1","Cream","2","150-300","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",6,3,4.2,2.1,1,0.5,5.2,2.6,2,40.4
"1650","TMe-3209","Dark green","Short","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Green purple","Dark green","4","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",3,0.75,1.8,0.45,1,0.25,2.8,0.7,0,37.8
"1651","TMe-3210","Green purple","Long","Green purple","Top and bottom","50-75% leaf retention","1","Cream","0","No branching","Purple","Green purple","2","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",1,1,1.2,1.2,1.2,1.2,2.4,2.4,0,33.4
"1652","TMe-3211","Green purple","Short","Green purple","Central part","25-50% leaf retention","4","Cream","3","150-300","Green purple","Light green","3","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",11,3.666667,4.8,1.6,7.2,2.4,12,4,1,37.9
"1653","TMe-3212","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","150-300","Dark green","Green purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",16,3.2,9.8,1.96,6.2,1.24,16,3.2,1,32.4
"1654","TMe-3216","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Purple","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",3,1.5,2.2,1.1,1.6,0.8,3.8,1.9,1,34.5
"1655","TMe-3222","Green purple","Medium","Green purple","Central part","25-50% leaf retention","0","Cream","0","No branching","Dark green","Light green","4","Medium (15-20cm)","Absent","Present","Tending toward vertical",1,0.3333333,0.6,0.2,0.4,0.1333333,1,0.3333333,0,40.7
"1656","TMe-3223","Green purple","Long","Light green","Absent","50-75% leaf retention","4","Cream","3","150-300","Green purple","Light green","5","Medium (15-20cm)","Intermediate","Present","Irregular",37,7.4,11.4,2.28,38.6,7.72,50,10,5,32.8
"1658","TMe-3225","Purple","Short","Purple","Totally pigmented","50-75% leaf retention","1","Cream","3","150-300","Green purple","Purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",6,2,4.8,1.6,2.8,0.9333333,7.6,2.533333,2,39.9
"1659","TMe-3228","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","2","White","2","450-600","Green purple","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",10,3.333333,3,1,0.8,0.2666667,3.8,1.266667,4,35.1
"1660","TMe-3229","Purple","Short","Green purple","Central part","50-75% leaf retention","4","Cream","3","450-600","Dark green","Light green","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",8,4,4,2,1.8,0.9,5.8,2.9,6,41.4
"1661","TMe-3230","Dark green","Short","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","1","Long (25-30cm)","Short","Present","Tending toward horizontal",1,1,3.6,3.6,0.4,0.4,4,4,0,34.4
"1662","TMe-3232","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","2","Cream","2","450-600","Dark green","Green purple","2","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",6,3,2.4,1.2,3.2,1.6,5.6,2.8,1,39.5
"1663","TMe-3235","Purple","Long","Green purple","Central part","25-50% leaf retention","2","White","3","450-600","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",5,1.666667,4.6,1.533333,3,1,7.6,2.533333,2,40.5
"1664","TMe-3236","Dark green","Short","Green purple","Central part","50-75% leaf retention","2","White","3","450-600","Dark green","Light green","2","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",7,3.5,3.4,1.7,2.6,1.3,6,3,3,34.2
"1665","TMe-3237","Purple","Long","Green purple","Central part","50-75% leaf retention","3","White","0","No branching","Green purple","Green purple","3","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",8,2.666667,4,1.333333,3.4,1.133333,7.4,2.466667,3,36.9
"1666","TMe-3242","Dark green","Short","Purple","Totally pigmented","50-75% leaf retention","0","Cream","1","150-300","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Irregular",12,4,12.4,4.133333,3,1,15.4,5.133333,2,39.1
"1667","TMe-3250","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","3","Cream","3","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Irregular",21,5.25,14.6,3.65,5,1.25,19.6,4.9,3,39
"1668","TMe-3252","Green purple","Long","Dark green","Absent","50-75% leaf retention","4","White","3","150-300","Green purple","Green purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",24,4.8,10.2,2.04,10.2,2.04,20.4,4.08,6,35.7
"1669","TMe-3253","Green purple","Long","Red","Totally pigmented","25-50% leaf retention","4","White","3","150-300","Green purple","Green purple","4","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",9,3,1.4,0.4666667,2.8,0.9333333,4.2,1.4,0,35.1
"1670","TMe-3258","Purple","Long","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","4","Long (25-30cm)","Intermediate","Present","Irregular",24,4.8,6,1.2,7.4,1.48,13.4,2.68,5,30.6
"1671","TMe-3264","Dark green","Long","Dark green","Absent","25-50% leaf retention","3","White","3","150-300","Green purple","Light green","4","Long (25-30cm)","Short","Present","Tending toward horizontal",24,4.8,6.4,1.28,9.4,1.88,15.8,3.16,0,36.5
"1672","TMe-3265","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","3","White","3","450-600","Green purple","Green purple","2","Medium (15-20cm)","Short","Present","Tending toward horizontal",8,4,0.8,0.4,2.4,1.2,3.2,1.6,0,44
"1673","TMe-3266","Green purple","Long","Dark green","Absent","25-50% leaf retention","3","White","3","150-300","Green purple","Light green","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",25,6.25,11.2,2.8,13.8,3.45,25,6.25,1,38
"1674","TMe-3267","Green purple","Short","Purple","Totally pigmented","50-75% leaf retention","1","White","1","150-300","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",9,3,3,1,4.8,1.6,7.8,2.6,2,27.3
"1675","TMe-3269","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","3","450-600","Dark green","Green purple","1","Medium (15-20cm)","Short","Absent","Irregular",4,4,1,1,1.8,1.8,2.8,2.8,0,40.6
"1676","TMe-3274","Purple","Short","Purple","Totally pigmented","25-50% leaf retention","2","White","0","No branching","Green purple","Purple","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",11,3.666667,2.6,0.8666667,3,1,5.6,1.866667,2,40.3
"1677","TMe-3276","Green purple","Long","Red","Totally pigmented","25-50% leaf retention","4","Cream","3","150-300","Green purple","Green purple","5","Long (25-30cm)","Intermediate","Absent","Irregular",6,2,4,1.333333,1.8,0.6,5.8,1.933333,0,36.1
"1678","TMe-3277","Green purple","Short","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Purple","1","Long (25-30cm)","Absent","Absent","Tending toward horizontal",6,6,1.2,1.2,1.6,1.6,2.8,2.8,0,32.2
"1679","TMe-3278","Dark green","Long","Red","Totally pigmented","50-75% leaf retention","1","Cream","2","150-300","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Irregular",5,1.666667,7.8,2.6,2.4,0.8,10.2,3.4,1,39.8
"1680","TMe-3281","Green purple","Long","Dark green","Absent","50-75% leaf retention","4","Cream","3","150-300","Green purple","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",31,6.2,15.4,3.08,15.4,3.08,30.8,6.16,4,39.9
"1681","TMe-3282","Dark green","Long","Dark green","Absent","50-75% leaf retention","4","White","3","450-600","Green purple","Dark green","5","Long (25-30cm)","Short","Absent","Irregular",30,6,11.8,2.36,16.8,3.36,28.6,5.72,1,40.4
"1682","TMe-3284","Dark green","Long","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Light green","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",3,1.5,5.2,2.6,0.4,0.2,5.6,2.8,3,41.7
"1683","TMe-3290","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","2","Cream","3","150-300","Green purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",8,2,13.4,3.35,3,0.75,16.4,4.1,3,32.8
"1684","TMe-3292","Purple","Long","Green purple","Top and bottom","50-75% leaf retention","4","White","0","No branching","Purple","Green purple","4","Long (25-30cm)","Absent","Present","Tending toward horizontal",19,6.333333,31.2,10.4,24.6,8.2,55.8,18.6,1,37.4
"1686","TMe-3296","Purple","Medium","Green purple","Central part","25-50% leaf retention","3","White","3","450-600","Dark green","Green purple","3","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",6,2,1.2,0.4,0.4,0.1333333,1.6,0.5333333,4,34.4
"1687","TMe-3297","Dark green","Long","Purple","Totally pigmented","<100% leaf retention","4","White","3","150-300","Dark green","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",8,4,20.6,10.3,6.8,3.4,27.4,13.7,0,38.3
"1689","TMe-3308","Dark green","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Green purple","Green purple","1","Long (25-30cm)","Short","Present","Tending toward horizontal",3,3,4,4,3.2,3.2,7.2,7.2,0,34.2
"1690","TMe-3311","Green purple","Long","Green purple","Top part","50-75% leaf retention","2","Cream","3","150-300","Purple","Green purple","3","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",13,3.25,8.4,2.1,3.6,0.9,12,3,2,37.9
"1691","TMe-3312","Green purple","Short","Red","Totally pigmented","50-75% leaf retention","1","White","3","150-300","Dark green","Green purple","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",4,1.333333,3.2,1.066667,1.8,0.6,5,1.666667,1,36.4
"1692","TMe-3314","Green purple","Long","Light green","Absent","50-75% leaf retention","4","White","3","450-600","Purple","Dark green","5","Long (25-30cm)","Short","Present","Tending toward horizontal",12,3,9,2.25,10.4,2.6,19.4,4.85,3,40.3
"1693","TMe-3317","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",12,4,4,1.333333,3.6,1.2,7.6,2.533333,5,35
"1694","TMe-3319","Green purple","Long","Light green","Absent","50-75% leaf retention","4","White","3","150-300","Green purple","Light green","5","Long (25-30cm)","Short","Absent","Irregular",35,8.75,8.6,2.15,13,3.25,21.6,5.4,10,42.7
"1695","TMe-3321","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","4","Long (25-30cm)","Short","Absent","Irregular",6,3,2,1,1,0.5,3,1.5,3,41.1
"1696","TMe-3322","Green purple","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","1","150-300","Purple","Green purple","5","Long (25-30cm)","Short","Absent","Irregular",13,4.333333,4.2,1.4,3,1,7.2,2.4,6,40.2
"1697","TMe-3323","Green purple","Long","Light green","Absent","50-75% leaf retention","4","Cream","3","150-300","Green purple","Light green","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",25,8.333333,5.2,1.733333,4.4,1.466667,9.6,3.2,5,35.7
"1698","TMe-3324","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,3,1,1,0.8,0.8,1.8,1.8,1,32.1
"1699","TMe-3325","Light green","Long","Green purple","Central part","50-75% leaf retention","1","White","2","150-300","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",12,4,5.4,1.8,3.6,1.2,9,3,2,39.9
"1700","TMe-3326","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",4,2,0.8,0.4,0.6,0.3,1.4,0.7,2,37.6
"1701","TMe-3327","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","4","Cream","3","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",11,3.666667,3.8,1.266667,2.8,0.9333333,6.6,2.2,4,33.5
"1702","TMe-3332","Green purple","Long","Green purple","Top part","50-75% leaf retention","4","White","3","450-600","Green purple","Light green","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",13,4.333333,3.8,1.266667,7.2,2.4,11,3.666667,4,32.7
"1703","TMe-3335","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Absent","Absent","Tending toward horizontal",6,3,2.4,1.2,3.4,1.7,5.8,2.9,4,37.2
"1704","TMe-3336","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Absent","Present","Tending toward horizontal",11,5.5,3.6,1.8,4,2,7.6,3.8,3,32.5
"1705","TMe-3337","Light green","Long","Green purple","Central part","50-75% leaf retention","3","White","3","150-300","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",9,4.5,1,0.5,2.8,1.4,3.8,1.9,5,11.2
"1706","TMe-3338","Purple","Long","Green purple","Central part","<100% leaf retention","0","White","3","150-300","Green purple","Green purple","2","Medium (15-20cm)","Short","Present","Irregular",4,4,3.6,3.6,2.2,2.2,5.8,5.8,0,45.6
"1707","TMe-3340","Green purple","Short","Purple","Totally pigmented","50-75% leaf retention","4","Cream","3","450-600","Green purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",20,4,4.4,0.88,12.2,2.44,16.6,3.32,1,40
"1711","TMe-3351","Green purple","Long","Green purple","Central part","50-75% leaf retention","1","Cream","2","150-300","Dark green","Green purple","2","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",3,3,4.4,4.4,7.8,7.8,12.2,12.2,1,43.9
"1712","TMe-3352","Green purple","Short","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",3,1,1,0.3333333,0.6,0.2,1.6,0.5333333,1,33.2
"1713","TMe-3354","Green purple","Medium","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Light green","3","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",6,2,2.6,0.8666667,0.4,0.1333333,3,1,1,37.9
"1714","TMe-3356","Purple","Short","Green purple","Central part","25-50% leaf retention","3","White","3","450-600","Purple","Purple","2","Long (25-30cm)","Short","Present","Irregular",5,5,2.8,2.8,3.4,3.4,6.2,6.2,0,30.8
"1715","TMe-3359","Light green","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","1","150-300","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",6,3,3.4,1.7,2.4,1.2,5.8,2.9,1,39.5
"1716","TMe-3363","Green purple","Long","Green purple","Top part","50-75% leaf retention","4","Cream","3","450-600","Green purple","Green purple","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",35,8.75,5,1.25,5.5,1.375,10.5,2.625,7,39.2
"1717","TMe-3365","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",3,3,1.4,1.4,3,3,4.4,4.4,0,37.2
"1718","TMe-3366","Purple","Long","Green purple","Central part","50-75% leaf retention","2","White","0","No branching","Purple","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",11,3.666667,3.8,1.266667,0.6,0.2,4.4,1.466667,9,37.7
"1719","TMe-3371","Green purple","Long","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Absent","Absent","Tending toward horizontal",6,6,2,2,2.5,2.5,4.5,4.5,3,37.5
"1723","TMe-3378","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","2","Cream","2","150-300","Green purple","Green purple","4","Long (25-30cm)","Long","Present","Tending toward horizontal",4,2,4.6,2.3,4,2,8.6,4.3,0,36.5
"1724","TMe-3379","Green purple","Long","Green purple","Central part","25-50% leaf retention","3","Cream","2","150-300","Purple","Green purple","4","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",7,2.333333,5.4,1.8,1.8,0.6,7.2,2.4,0,39.7
"1727","TMe-3383","Green purple","Short","Purple","Totally pigmented","<100% leaf retention","0","Cream","0","No branching","Green purple","Purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",13,4.333333,4.8,1.6,1.4,0.4666667,6.2,2.066667,2,40.4
"1728","TMe-3386","Light green","Long","Purple","Totally pigmented","50-75% leaf retention","0","Cream","3","450-600","Dark green","Green purple","5","Long (25-30cm)","Short","Present","Irregular",18,6,9.4,3.133333,1,0.3333333,10.4,3.466667,5,41.7
"1729","TMe-3387","Green purple","Long","Light green","Absent","50-75% leaf retention","3","Cream","4","450-600","Dark green","Light green","5","Medium (15-20cm)","Short","Present","Irregular",23,4.6,12.4,2.48,17.4,3.48,29.8,5.96,3,45.9
"1730","TMe-3389","Dark green","Long","Light green","Absent","50-75% leaf retention","1","Cream","3","150-300","Dark green","Light green","1","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",6,6,6,6,1,1,7,7,0,37.4
"1731","TMe-3390","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","1","White","2","450-600","Dark green","Green purple","3","Medium (15-20cm)","Short","Present","Irregular",11,5.5,3.8,1.9,4.4,2.2,8.2,4.1,2,40.1
"1732","TMe-3392","Green purple","Long","Light green","Absent","50-75% leaf retention","2","Cream","3","150-300","Green purple","Light green","5","Medium (15-20cm)","Short","Present","Irregular",32,6.4,16.4,3.28,24.2,4.84,40.6,8.12,1,36.8
"1733","TMe-3394","Light green","Long","Green purple","Central part","25-50% leaf retention","2","White","4","150-300","Green","Green purple","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",8,4,5,2.5,4,2,9,4.5,2,37.9
"1734","TMe-3397","Light green","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Green","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",9,4.5,4,2,4.8,2.4,8.8,4.4,0,29.7
"1735","TMe-3398","Green purple","Long","Light green","Absent","50-75% leaf retention","3","White","3","150-300","Dark green","Light green","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",28,7,13.4,3.35,15.4,3.85,28.8,7.2,1,42.9
"1736","TMe-3406","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",24,6,11,2.75,6.8,1.7,17.8,4.45,18,39
"1737","TMe-3407","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","1","Cream","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",9,3,3.2,1.066667,3,1,6.2,2.066667,3,42.2
"1738","TMe-3408","Green purple","Medium","Green purple","Top part","25-50% leaf retention","3","Cream","3","450-600","Green purple","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",17,4.25,6.8,1.7,16.8,4.2,23.6,5.9,2,43.4
"1739","TMe-3409","Purple","Short","Purple","Totally pigmented","50-75% leaf retention","4","White","3","450-600","Green purple","Green purple","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",11,3.666667,5,1.666667,5,1.666667,10,3.333333,5,40
"1740","TMe-3411","Purple","Long","Green purple","Central part","<100% leaf retention","1","Cream","1","150-300","Purple","Green purple","3","Long (25-30cm)","Absent","Absent","Tending toward horizontal",9,4.5,3,1.5,4.2,2.1,7.2,3.6,4,37.2
